4369	264	4385	
4371	131	4376	
4393	369	4401	
4416	404	4427	
4418	307	4431	
4430	349	12585	
4432	202	4441	
4433	51	4439	
4434	95	4443	
4458	100	7070	
4506	192	4527	
4508	227	38383	
4511	95	__none__	
4519	381	4691	
4529	267	4547	
4533	192	4540	
4541	501	106093	
4544	86	6996	
4545	383	4549	
4556	383	4562	
4565	486	__none__	
4582	609	__none__	
4610	383	4615	
4612	608	29283	
4617	287	4712	
4622	383	4626	
4627	383	4649	
4629	384	4637	
4630	287	478658	
4638	307	4650	
4661	274	4777	
4664	__none__	4672	
4665	406	4687	
4670	634	__none__	
4677	25	5453	
4684	91	4706	
4689	637	4704	
4724	381	4755	
4736	1384652	__none__	
4738	205	4746	
4752	636	97256	
4782	177	70009	
4785	527	__none__	
4794	26	4919	
4816	390	4821	
4824	75	4838	
4839	547	4877	
4849	618	__none__	
4850	41	5026	
4860	661	17014	
4870	483	__none__	
4880	323	__none__	
4884	547	13918	
4891	567	4908	
4911	350	5057	
4913	626	4924	
4922	670	5091	
4923	666	5156	
4930	668	__none__	
4939	193	5098	
4941	288	4964	
4942	1384652	4978	
4949	673	4965	
4954	518	4972	
4973	404	5103	
4986	673	4997	
4994	92	__none__	
4995	527	__none__	
5002	627	__none__	
5013	527	__none__	
5017	26	5266	
5024	277	5041	
5025	657	5031	
5027	681	5029	
5061	296	5070	
5071	422	5262	
5075	1384652	5079	
5078	318	5108	
5084	576	5089	
5087	682	1158483	
5102	556	__none__	
5118	5	5160	
5134	563	1198468	
5136	676	5302	
5142	431	__none__	
5170	383	5270	
5179	111	5219	
5188	326	5192	
5194	439	5199	
5222	429	5224	
5223	147	6700	
5226	383	5293	
5242	572	5246	
5251	573	__none__	
5260	106	__none__	
5263	173	24472	
5264	326	5273	
5269	357	5276	
5307	398	5317	
5313	680	__none__	
5323	556	__none__	
5328	122	5351	
5329	327	5403	
5349	556	6192	
5374	312	5469	
5396	691	5481	
5415	680	73281	
5419	207	5430	
5425	219	5441	
5428	659	5439	
5459	117	19601	
5460	590	5462	
5473	85	21778	
5482	698	5500	
5494	697	12519	
5507	861	5524	
5509	159	81892	
5511	615	7794	
5527	122	5532	
5544	364	14474	
5598	699	6100	
5600	615	5607	
5605	617	__none__	
5606	463	5752	
5611	115	5820	
5619	__none__	5626	
5628	653	30573	
5629	653	14192	
5649	703	5756	
5667	164	80353	
5674	257	11544702	
5682	117	5693	
5690	364	5699	
5694	493	5695	
5704	143	__none__	
5706	364	5709	
5724	108465	5823	
5727	568	5754	
5741	711	__none__	
5743	327	5771	
5759	713	5761	
5787	383	5788	
5791	133	5837	
5802	191	5812	
5821	383	5822	
5831	267	5878	
5842	726	9200	
5846	1384652	5848	
5855	728	6687	
5857	730	5860	
5863	377	15966	
5872	58	5887	
5874	556	__none__	
5876	726	__none__	
5880	721	5885	
5892	342	5903	
5894	733	5906	
5908	71	5914	
5909	394	5985	
5913	1384652	5947	
5916	396	7767	
5918	482	5984	
5948	383	587244	
5949	726	5963	
5966	745	10778	
5982	22	__none__	
5997	445	6018	
6007	230	10383	
6009	556	6017	
6076	225	7740	
6080	758	6088	
6085	755	6514	
6110	754	6120	
6113	702	6117	
6126	1384652	6140	
6130	763	6144	
6134	726	10525736	
6151	327	6200	
6155	204	__none__	
6173	322	6183	
6184	756	6211	
6207	770	281143	
6208	257	6258	
6209	__none__	6223	
6210	721	6213	
6222	235	7877	
6284	721	7167	
6301	56	6320	
6325	56	6333	
6326	722	6355	
6340	58	6349	
6369	779	10838	
6371	763	6380	
6373	56	6424	
6378	326	8431	
6392	122	6496	
6406	576	6412	
6414	357	6417	
6430	785	6435	
6440	560	6445	
6441	232	6868	
6467	527	3125174	
6475	527	__none__	
6484	307	6716	
6499	784	6531	
6512	658	6566	
6530	233	6534	
6547	797	6565	
6557	797	6567	
6578	797	6614	
6579	__none__	6588	
6594	796	6617	
6607	27687	6620	
6612	27687	6655	
6613	27687	15811	
6623	361	27317	
6628	103	6649	
6633	796	6694	
6639	816	__none__	
6642	810	6645	
6658	782	6671	
6661	1384652	6662	
6666	831	7005	
6681	832	6704	
6703	718	6748	
6719	133	6720	
6729	770	6738	
6732	257	6766	
6765	837	6902	
6778	247	26040	
6785	493	6824	
6811	25	__none__	
6812	854	6821	
6816	797	6840	
6817	852	6929	
6847	381	6862	
6859	770	6863	
6890	636	7101	
6891	380	6916	
6899	799	6980	
6904	631	2401184	
6913	863	6981	
6915	755	6955	
6926	91	7039	
6932	571	3011043	
6937	396	6940	
6957	116	7458	
6973	752	6987	
7015	493	7020	
7017	814	32564	
7031	876	7087	
7034	404	2366237	
7035	369	7068	
7074	571	7077	
7084	888	13858	
7089	889	7098	
7095	373	7105	
7118	889	7129	
7173	917	__none__	
7174	886	7303	
7180	274	7188	
7190	371	7221	
7209	209	119880	
7211	916	__none__	
7212	266	8886	
7214	916	7235	
7224	__none__	7225	
7231	925	7499	
7237	799	178509	
7244	905	1409873	
7245	758	7258	
7252	573	7274	
7260	889	9095	
7269	931	46902	
7272	145	__none__	
7277	755	7292	
7284	198	7320	
7287	573	7296	
7348	636	7351	
7364	277	7455	
7367	945	7399	
7398	737	26994	
7440	889	20754	
7470	150	__none__	
7472	856	7479	
7477	841	7523	
7489	813	13384	
7492	556	__none__	
7503	234	7512	
7517	797	25741	
7525	61	7695	
7535	708	7547	
7539	959	7561	
7540	122	7570	
7551	541	7618	
7558	__none__	__none__	
7579	961	9424260	
7586	__none__	7590	
7592	518	7643	
7596	917	13283	
7603	886	__none__	
7614	342	__none__	
7622	973	7636	
7642	133	7644	
7651	381	7657	
7652	493	7710	
7661	706	32551	
7662	383	7724	
7664	912	7669	
7665	893	7666	
7674	137	8982	
7676	230	__none__	
7681	972	7688	
7685	608	__none__	
7694	230	__none__	
7707	979	881597	
7719	194	7840	
7720	998	149971	
7726	137	__none__	
7737	1007	7950	
7758	93	8461	
7773	1013	7777	
7779	791	28154	
7837	1013	__none__	
7846	572	7853	
7851	840	__none__	
7864	751	8215	
7873	__none__	__none__	
7880	432	7886	
7884	1030	7892	
7885	432	8668	
7913	1031	7924	
7917	402	8113	
7933	1030	7936	
7937	268	13197	
7940	428190	7945	
7954	383	8034	
7973	673	7999	
7981	25	8035	
7990	96	8112	
7991	194	8097	
8004	1027	8090	
8021	742	10266397	
8042	905	38494	
8050	383	8061	
8066	721	8086	
8087	1035	8100	
8106	380	8116	
8107	999	8115	
8127	982	8189	
8128	17	8130	
8140	277	8157	
8142	380	8152	
8145	685	8161	
8147	193	8289	
8154	736	46442	
8166	547	8184	
8213	727	8220	
8214	708	31514	
8219	782	8226	
8223	72	8232	
8228	703	8900	
8236	432	8384	
8263	179	8347	
8276	923	8310	
8284	519	8299	
8306	277	8315	
8318	1054	8322	
8348	940	8366	
8351	680	8360	
8355	277	12069	
8365	547	23804	
8371	547	8380	
8398	396	8433	
8422	571	402856	
8435	733	8436	
8439	233	12283	
8441	57	8454	
8443	257	__none__	
8447	580	8480	
8448	580	8468	
8451	716	8486	
8452	580	8471	
8472	1	8637	
8485	364	49184	
8493	459	15363	
8496	708	49629412	
8508	459	8515	
8517	459	36791	
8532	459	9085	
8545	1063	8559	
8546	195	8553	
8549	1065	8580	
8566	551	__none__	
8569	834	13367	
8585	143	8593	
8599	974	8655	
8604	33	__none__	
8612	2759376	8616	
8624	982	8654	
8625	832	8633	
8626	1065	4068900	
8648	254	__none__	
8651	383	8687	
8653	1076	8656	
8669	1030	9319	
8676	475	110153	
8685	1149	113115	
8688	1075	12447	
8691	194	8706	
8692	__none__	__none__	
8704	1042	192733	
8715	908	__none__	
8722	51	__none__	
8726	572	8794	
8728	1008	161214	
8742	1108	8764	
8747	614	8767	
8748	1061	8771	
8756	267	8776	
8761	1078	8804	
8763	1108	8777	
8790	292	8805	
8795	1109	8859	
8800	61	8811	
8807	31505	8899	
8830	738	__none__	
8832	1025	12062	
8849	1048	9730	
8864	58	8869	
8876	31505	8882	
8880	672	8888	
8893	733	8906	
8894	277	10140	
8896	1107	2356710	
8919	178	8928	
8939	1088	205936	
8940	1111	8996	
8941	832	8956	
8948	145	__none__	
8950	509	__none__	
8952	565	8960	
8966	1124	107940	
8968	1126	9404	
8970	85	__none__	
8987	940	8993	
9002	162	9875	
9009	238	9011	
9018	636	9403	
9019	1030	941940	
9022	296	9356	
9024	614	9031	
9033	31505	__none__	
9044	122	275353	
9052	428190	9054	
9072	67	204732	
9081	116	9083	
9091	571	__none__	
9104	232	9105	
9122	44	1495476	
9136	767	9706	
9143	205	__none__	
9161	71	9176	
9173	1135	559613	
9191	755	9826	
9204	578	__none__	
9228	357	9233	
9231	538	9260	
9240	__none__	9502	
9256	905	16362	
9272	1146	971143	
9275	1104	9325	
9279	302	9287	
9289	268	9297	
9301	1100	__none__	
9303	889	9306	
9304	91	9310	
9314	234	9387	
9321	432	9328	
9336	296	9533	
9338	1063	9374	
9341	233	9365	
9355	234	3011284	
9361	318	16650	
9372	1157	9380	
9376	1083	34033	
9383	1154	9384	
9409	952	9426	
9410	432	9413	
9433	327	9453	
9434	233	688199	
9435	648	31805	
9455	204	113793	
9467	699	9474	
9472	493	9531	
9473	67	9481	
9486	327	9491	
9501	__none__	__none__	
9508	419	9526	
9543	960	9643	
9570	1163	10888	
9589	1007	12064	
9591	1094	9919	
9601	376	9630	
9612	982	9638	
9614	844	9635	
9615	837	__none__	
9629	2090742	__none__	
9632	900	2523372	
9650	1084	__none__	
9666	1016	9788	
9667	887	9670	
9673	493	9685	
9675	1182	9692	
9687	1097	__none__	
9693	1185	9732	
9702	1193	9857	
9704	1042	9708	
9729	1196	22058	
9734	383	9747	
9745	194	11793	
9749	834	__none__	
9750	123	__none__	
9751	1013	15415	
9769	1109	__none__	
9783	1213	9798	
9805	383	9851	
9831	1491425	12910	
9836	2347826	9848	
9846	750	10301	
9877	572	9903	
9882	__none__	12466	
9905	1185	20225	
9926	1175	20736	
9928	__none__	__none__	
9932	1217	9957	
9938	263	9972	
9974	1219	9996	
9977	1226	10045	
10006	313	10162	
10038	1384652	10054	
10042	571	25311	
10043	503	__none__	
10059	__none__	10555	
10061	571	__none__	
10071	636	10157	
10072	__none__	10077	
10083	1190	10107	
10088	327	10180	
10098	1220	10192	
10123	742	10129	
10149	92	10161	
10158	64	__none__	
10190	373	10194	
10205	__none__	10262	
10228	204	10321	
10229	380	10484	
10230	288	10233	
10243	326	10255	
10260	203	10811	
10274	380	10287	
10293	567	9320380	
10300	203	45655	
10303	571	__none__	
10308	763	10461	
10309	1143	10338	
10313	1245	30296	
10314	1043	11994	
10323	1190	10350	
10324	__none__	10327	
10349	337	10359	
10366	521	11197	
10412	354	10423	
10435	781	267243	
10443	432	__none__	
10456	1147	10463	
10458	__none__	__none__	
10475	841	10479	
10477	1256	10538	
10478	722	10502	
10486	906	10513	
10499	116	29807	
10506	122	10549	
10515	115	10519	
10524	708	718366	
10531	859	__none__	
10532	305	10542	
10533	872	10573	
10564	437	773973	
10575	1219	__none__	
10580	1190	10587	
10586	797	10713	
10595	1263	11958	
10599	730	11467	
10604	150	10617	
10610	805	10646	
10616	285	10623	
10634	1220	10737	
10635	1220	10638	
10644	147	10655	
10658	519	__none__	
10661	209	11290	
10668	1114	__none__	
10670	209	10714	
10680	1084	10686	
10727	116	10818	
10731	116	10820	
10752	122	__none__	
10782	481	10786	
10793	1269	12055	
10798	831	10802	
10808	841	3867490	
10810	966	12106	
10819	224	2663232	
10822	1271	10824	
10825	993	10826	
10848	__none__	__none__	
10855	445	11593	
10860	377	10875	
10870	1109	__none__	
10872	1384652	10882	
10877	486	486662	
10880	1007	10890	
10891	1075	10914	
10898	162	21550	
10901	1169	11004	
10905	905	10907	
10915	1284	11164	
10919	383	10922	
10926	1290	__none__	
10933	905	10988	
10935	1100	10969	
10949	987	__none__	
10980	96	16662	
10985	1304	11299	
10990	1153	11005	
10999	1122	11034	
11028	1030	11044	
11043	637	11053	
11045	767	12018	
11055	543	11080	
11060	912	11074	
11085	166	64160	
11088	1309	11101	
11099	1185	11107	
11112	1175	2028892	
11127	179	11132	
11135	1311	11188	
11141	__none__	11146	
11145	1311	12120	
11152	__none__	__none__	
11194	1204	11203	
11199	299	11215	
11200	26	11240	
11219	160	11238	
11263	1192	11271	
11267	832	11307	
11275	1154	11421	
11279	305	11297	
11288	1346	23933	
11291	1344	11312	
11305	895	11325	
11311	299	11323	
11318	322	11404	
11330	432	__none__	
11333	1124	1976173	
11338	1318	__none__	
11341	1104	13431	
11345	64	149088	
11359	327	92557	
11381	1030	11413	
11405	112	11414	
11423	1356	11428	
11430	1194	11436	
11439	1360	11447	
11460	1154	11472	
11462	730	4500707	
11491	1366	11502	
11500	149	11521	
11514	1318	53412	
11516	317	12138	
11520	1327	11529	
11532	1142	14625	
11561	1310	11619	
11562	1366	2684544	
11574	1019	230204	
11585	383	11641	
11586	322	11617	
11612	1014	11646	
11615	1370	11618	
11620	1341	11624	
11632	337	11663	
11635	1366	315463	
11665	26	12310	
11676	1368	11688	
11680	1048	11712	
11686	1343	11728	
11689	1190	11694	
11690	337	11700	
11699	580	__none__	
11720	1341	24369	
11724	459	12989	
11734	1254	11735	
11740	1336	32476	
11761	1381	11826	
11762	369	26283	
11764	1380	11770	
11767	234	11775	
11782	831	__none__	
11783	34	__none__	
11801	748	11803	
11804	493	920922	
11806	889	448051	
11809	362	11815	
11820	26	11832	
11831	1366	__none__	
11854	1256	11935	
11857	1117	__none__	
11878	285	11932	
11879	391	11899	
11887	1254	11898	
11903	257	13820	
11915	571	11920	
11919	1392	11924	
11926	105	11957	
11930	338	12030	
11950	1130	11967	
11964	1220	11973	
11974	1396	12057	
11975	1220	11983	
11986	1396	32898	
12008	298	12047	
12009	115	12032	
12023	322	12024	
12039	__none__	__none__	
12045	276	12054	
12051	493	12052	
12075	1078	12080	
12088	834	12133	
12095	2083160	12119	
12103	274	12108	
12107	982	12114	
12135	905	12160	
12140	1037	12185	
12141	990	__none__	
12142	968	12441	
12144	1030	12256	
12159	912	__none__	
12176	194	12189	
12225	730	16718	
12243	1212	12247	
12268	__none__	12274	
12271	214	12491	
12290	2099426	15488	
12294	1311	12295	
12297	83	12373	
12304	1219	__none__	
12306	767	12342	
12319	268	265407	
12330	__none__	12381	
12332	__none__	12408	
12348	1418	12349	
12368	1271	12394	
12369	__none__	__none__	
12374	1078	25204	
12385	93	12436	
12397	475	19051	
12401	1432	3003400	
12406	5	12424	
12428	849	__none__	
12476	1220	12484	
12482	702	462529	
12489	432	__none__	
12492	1448	12534	
12501	1463	__none__	
12509	1450	12586	
12516	25	12861	
12523	1455	12540	
12533	1219	12548	
12556	1341	16222	
12565	1470	13935	
12569	12081	12571	
12576	115	12584	
12578	501	47130	
12591	207	__none__	
12592	742	12609	
12593	1254	12596	
12594	179	12599	
12603	1463	12606	
12611	1368	__none__	
12612	1470	12707	
12613	680	12538719	
12633	1467	12677	
12638	428190	__none__	
12642	1478	12691	
12647	872	28589	
12656	1344	13092	
12657	1249	12735	
12661	1477	12822	
12669	322	12693	
12671	1373	12700	
12692	1050	12713	
12702	940	42332	
12706	109	12719	
12709	1414	16269	
12716	814	12751	
12718	672	12744	
12720	1484	12728	
12765	__none__	12769	
12768	1469	12789	
12774	404	12778	
12794	311	12983	
12807	1490	14604	
12815	1247	__none__	
12823	350	12875	
12836	489	12935	
12843	814	20591	
12855	122	__none__	
12865	814	12879	
12870	172	12878	
12877	484	12959	
12890	1430	12950	
12896	314	12965	
12905	9	31828	
12906	296	12915	
12927	791	12961	
12929	255	12945	
12936	40	16749	
12946	1368	12979	
12982	1436	19726	
13000	103	13003	
13021	784	13193	
13039	1036	__none__	
13049	905	13275	
13055	905	25324	
13060	905	13100	
13086	770	13098	
13087	1521	__none__	
13106	886	13111	
13109	1532	13113	
13128	1536	13140	
13154	1368	__none__	
13160	1130097	13164	
13170	1185	13255	
13200	1190	13318	
13204	1450	13220	
13213	1407	13218	
13217	1478	16648	
13224	1130097	13228	
13225	1557	13381	
13254	1353	13268	
13279	905	47187	
13293	1384652	13369	
13299	1573	136925	
13343	1554	13370	
13345	__none__	13351	
13347	770	13375	
13348	1581	13352	
13353	143	13358	
13362	1384	13365	
13396	1266	13435	
13409	1554	13412	
13430	1233	13759	
13434	100	13438	
13454	__none__	__none__	
13460	1256	13465	
13470	430	13484	
13471	__none__	__none__	
13473	522	13481	
13485	1436	13495	
13498	27687	13505	
13518	1455	13521	
13524	1463	__none__	
13537	1266	13552	
13540	1463	13554	
13545	1463	16139	
13550	1130097	13668	
13561	481	__none__	
13569	137	__none__	
13578	1596	13600	
13586	1344	13605	
13589	91	32081	
13594	1536	__none__	
13599	1154	13613	
13607	3180	13618	
13615	1154	4807469	
13620	314	13665	
13647	33	13663	
13655	__none__	13657	
13678	1615	13746	
13698	1622	13777	
13704	__none__	13726	
13708	1542	13719	
13718	1013	13735	
13725	1043	13742	
13731	1632	__none__	
13745	1629	13756	
13751	__none__	__none__	
13753	1635	13972	
13763	184	14782	
13765	1358	13797	
13768	48281	13923	
13775	1638	__none__	
13786	184	13930	
13791	1370	13943	
13806	1646	13870	
13832	1638	__none__	
13848	1463	13861	
13851	__none__	13854	
13857	1649	141426	
13863	1651	__none__	
13881	1266	__none__	
13893	483	526939	
13927	1512	14054	
13938	446	13969	
13941	1615	13949	
13963	61	13990	
13981	14446	__none__	
14008	877	1030053	
14029	369	40687	
14031	1680	14129	
14032	1665	14598	
14040	1541	14070	
14061	615	14337	
14087	1599	__none__	
14106	1599	14137	
14118	__none__	14124	
14126	1630	14127	
14135	1599	14154	
14138	1630	72787	
14155	1632	__none__	
14165	1630	14169	
14209	1659	__none__	
14241	1659	14369	
14247	266	14261	
14263	961	14795	
14264	1630	14265	
14271	1630	14272	
14278	1534	14282	
14281	1448	14320	
14287	1630	14290	
14297	1630	14298	
14300	887	14313	
14303	1013	14377	
14308	914	14327	
14310	1630	14311	
14318	1630	14319	
14330	1630	14331	
14344	1630	14346	
14350	1228206	14404	
14358	1630	14360	
14359	1111	14362	
14364	1630	14365	
14370	1630	14371	
14373	1431	14411	
14375	1407	__none__	
14378	1630	14379	
14386	1630	14387	
14389	745	14391	
14395	1122	__none__	
14397	1720	14441	
14398	982	15428	
14402	1630	14403	
14410	745	14489	
14413	1630	14414	
14422	745	14507	
14432	194	14462	
14435	1703	__none__	
14443	2759376	14454	
14451	1724	14472	
14453	1727	19672	
14464	1006	14591	
14491	1743	8768957	
14495	1741	14773	
14497	631	49653	
14504	1659	14513	
14505	194	14525	
14527	274	16414	
14530	1683	28992	
14545	14446	__none__	
14552	1545	14703	
14569	1693	14594	
14570	1013	14595	
14577	1030	14699	
14582	1339	14630	
14588	1492	14621	
14611	1753	14676	
14614	1108	14683	
14617	1769	15937	
14618	1077	14640	
14634	572	14648	
14646	123	24826	
14656	__none__	14681	
14674	1193	__none__	
14697	1414	17637	
14698	1733	23585	
14708	1351	__none__	
14712	__none__	__none__	
14717	1212	14766	
14731	1469	8931490	
14756	1545	__none__	
14760	1739	15335	
14770	1752	14787	
14775	1632	14856	
14791	730	14815	
14801	1793	15279	
14823	1247	__none__	
14828	1795	__none__	
14837	242853	14908	
14843	1169	14859	
14857	1414	96161	
14872	1659	39514	
14873	1339	14972	
14874	1043	66556	
14884	58	14899	
14893	1734	15011	
14909	619	14921	
14911	1776	114334	
14923	83	36833	
14934	__none__	14946	
14943	1375	14960	
14963	1463	15098	
14967	1816	14974	
15007	__none__	15037	
15015	877	15069	
15023	__none__	__none__	
15024	1795	15035	
15034	1365	15055	
15040	1771	15683	
15047	1752	15207	
15053	1533	__none__	
15056	1185	__none__	
15057	1795	15060	
15062	636	15136	
15066	271	15071	
15087	1749	__none__	
15102	805	16690	
15109	1743	15286	
15124	361	15134	
15133	942	16431	
15139	1323	15234	
15142	1463	15277	
15163	863	15591	
15171	479	7989517	
15176	1836	15198	
15187	1412	__none__	
15190	__none__	__none__	
15203	1363	15271	
15204	1224	15210	
15211	170	85541	
15219	810	18507	
15228	5	15239	
15240	1841	15269	
15241	1116	15323	
15247	116	17132	
